Abstract_tokens,DocTitle_tokens,phase,Publication Year,extended
"['device', 'sensor', 'array', 'recognition', 'sensor', 'recognition', 'performance', 'term', 'detection', 'category', 'composition', 'training', 'assumption', 'laboratory', 'category', 'training', 'category', 'composition', 'training', 'domain', 'adaptation', 'robustness', 'methodology', 'category', 'order', 'statistic', 'domain', 'adaptation', 'consideration', 'category', 'recognition', 'category', 'discrimination', 'sensor', 'dataset', 'performance', 'term', 'effectiveness', 'parameter', 'sensitivity', 'dimension', 'optimization', 'characteristic', 'methodology', 'result', 'category']","['domain', 'adaptation', 'category']",phase6,2024,"['device', 'sensor', 'array', 'recognition', 'sensor', 'recognition', 'performance', 'term', 'detection', 'category', 'composition', 'training', 'assumption', 'laboratory', 'category', 'training', 'category', 'composition', 'training', 'domain', 'adaptation', 'robustness', 'methodology', 'category', 'order', 'statistic', 'domain', 'adaptation', 'consideration', 'category', 'recognition', 'category', 'discrimination', 'sensor', 'dataset', 'performance', 'term', 'effectiveness', 'parameter', 'sensitivity', 'dimension', 'optimization', 'characteristic', 'methodology', 'result', 'category', 'domain', 'adaptation', 'category']"
"['manufacturing', 'resource', 'sensitivity', 'throughput', 'detection', 'manufacturing', 'improvement', 'detection', 'flow', 'event', 'optimization', 'modeling', 'framework', 'field', 'machine', 'sensitivity', 'sensitivity', 'machine', 'programming', 'representation', 'path', 'simulation', 'optimization', 'structure', 'simulation', 'optimization', 'simulation', 'generation', 'effort', 'effectiveness']","['detection', 'flow']",phase4,2018,"['manufacturing', 'resource', 'sensitivity', 'throughput', 'detection', 'manufacturing', 'improvement', 'detection', 'flow', 'event', 'optimization', 'modeling', 'framework', 'field', 'machine', 'sensitivity', 'sensitivity', 'machine', 'programming', 'representation', 'path', 'simulation', 'optimization', 'structure', 'simulation', 'optimization', 'simulation', 'generation', 'effort', 'effectiveness', 'detection', 'flow']"
"['workflow', 'scale', '3d', 'building', 'mapping', 'lidar', 'workflow', 'training', 'procedure', 'generation', 'algorithm', 'workflow', 'error', 'landscape', 'lidar', 'point', 'cloud', 'building', 'tree', 'addition', 'error', 'water', 'body', 'efficiency', 'calculation', 'workflow', 'production', '3d', 'building', 'map', 'lidar', 'robustness', 'dataset', 'comparison', 'dl', 'hand', 'product', 'comparison', 'building', 'map', 'methodology', 'building', 'mapping', 'workflow', 'production', '3d', 'building', 'map', 'advance', 'scale']","['workflow', '3d', 'building', 'mapping', 'lidar']",phase6,2024,"['workflow', 'scale', '3d', 'building', 'mapping', 'lidar', 'workflow', 'training', 'procedure', 'generation', 'algorithm', 'workflow', 'error', 'landscape', 'lidar', 'point', 'cloud', 'building', 'tree', 'addition', 'error', 'water', 'body', 'efficiency', 'calculation', 'workflow', 'production', '3d', 'building', 'map', 'lidar', 'robustness', 'dataset', 'comparison', 'dl', 'hand', 'product', 'comparison', 'building', 'map', 'methodology', 'building', 'mapping', 'workflow', 'production', '3d', 'building', 'map', 'advance', 'scale', 'workflow', '3d', 'building', 'mapping', 'lidar']"
"['satellite', 'land', 'archive', 'extraction', 'earth', 'science', 'user', 'file', 'network', 'process', 'science', 'question', 'archive', 'user', 'demand', 'archive', 'provider', 'consumer', 'processing', 'workflow', 'implementation', 'access', 'goal', 'earth', 'science', 'user', 'archive', 'answer', 'science', 'question', 'link', 'volume', 'download', 'process', 'metadata', 'web', 'machine', 'query', 'interaction', 'product', 'quality', 'filtering', 'setting', 'content', 'user']","['access', 'satellite', 'archive', 'combination', 'custom', 'web']",phase3,2015,"['satellite', 'land', 'archive', 'extraction', 'earth', 'science', 'user', 'file', 'network', 'process', 'science', 'question', 'archive', 'user', 'demand', 'archive', 'provider', 'consumer', 'processing', 'workflow', 'implementation', 'access', 'goal', 'earth', 'science', 'user', 'archive', 'answer', 'science', 'question', 'link', 'volume', 'download', 'process', 'metadata', 'web', 'machine', 'query', 'interaction', 'product', 'quality', 'filtering', 'setting', 'content', 'user', 'access', 'satellite', 'archive', 'combination', 'custom', 'web']"
"['radio', 'access', 'network', 'paradigm', 'operator', 'traffic', 'prediction', 'component', 'communication', 'communication', 'indicator', 'network', 'status', 'significance', 'correlation', 'correlation', 'feature', 'prediction', 'prediction', 'feature', 'dependency', 'prediction', 'fusion', 'relationship', 'base', 'station', 'correlation', 'algorithm', 'graph', 'structure', 'network', 'traffic', 'prediction', 'graph', 'attention', 'network', 'unit', 'feature', 'dependency', 'dataset', 'superiority', 'ability', 'feature', 'correlation']","['traffic', 'prediction', 'open', 'fusion']",phase6,2023,"['radio', 'access', 'network', 'paradigm', 'operator', 'traffic', 'prediction', 'component', 'communication', 'communication', 'indicator', 'network', 'status', 'significance', 'correlation', 'correlation', 'feature', 'prediction', 'prediction', 'feature', 'dependency', 'prediction', 'fusion', 'relationship', 'base', 'station', 'correlation', 'algorithm', 'graph', 'structure', 'network', 'traffic', 'prediction', 'graph', 'attention', 'network', 'unit', 'feature', 'dependency', 'dataset', 'superiority', 'ability', 'feature', 'correlation', 'traffic', 'prediction', 'open', 'fusion']"
"['demand', 'scale', 'processing', 'dataanalysis', 'industry', 'decade', 'framework', 'framework', 'lot', 'community', 'standard', 'bigdata', 'processing', 'platform', 'framework', 'programming', 'environment', 'cluster', 'machine', 'industry', 'limitation', 'hadoop', 'framework', 'domain', 'scale', 'processing', 'graph', 'domain', 'bigdata', 'processing', 'platform', 'bigdata', 'processing', 'overview', 'art', 'domain', 'addition', 'direction']","['bigdata', 'processing', 'art']",phase3,2015,"['demand', 'scale', 'processing', 'dataanalysis', 'industry', 'decade', 'framework', 'framework', 'lot', 'community', 'standard', 'bigdata', 'processing', 'platform', 'framework', 'programming', 'environment', 'cluster', 'machine', 'industry', 'limitation', 'hadoop', 'framework', 'domain', 'scale', 'processing', 'graph', 'domain', 'bigdata', 'processing', 'platform', 'bigdata', 'processing', 'overview', 'art', 'domain', 'addition', 'direction', 'bigdata', 'processing', 'art']"
"['user', 'request', 'trace', 'monitoring', 'reliability', 'cloud', 'difficulty', 'trace', 'practice', 'trace', 'monitoring', 'user', 'request', 'trace', 'trace', 'cloud', 'storage', 'environment', 'aspect', 'scenario', 'cluster', 'size', 'request', 'type', 'workload', 'speed', 'trace', 'trace', 'situation', 'fault', 'fault', 'function', 'fault', 'performance', 'fault', 'trace', 'trace', 'file', 'file', 'scenario', 'collection', 'trace', 'file', 'addition', 'trace', 'trace', 'field', 'trace', 'monitoring']","['trace', 'opendata', 'trace', 'monitoring']",phase2,2014,"['user', 'request', 'trace', 'monitoring', 'reliability', 'cloud', 'difficulty', 'trace', 'practice', 'trace', 'monitoring', 'user', 'request', 'trace', 'trace', 'cloud', 'storage', 'environment', 'aspect', 'scenario', 'cluster', 'size', 'request', 'type', 'workload', 'speed', 'trace', 'trace', 'situation', 'fault', 'fault', 'function', 'fault', 'performance', 'fault', 'trace', 'trace', 'file', 'file', 'scenario', 'collection', 'trace', 'file', 'addition', 'trace', 'trace', 'field', 'trace', 'monitoring', 'trace', 'opendata', 'trace', 'monitoring']"
"['focus', 'attention', 'decision', 'maker', 'difference', 'impact', 'policy', 'user', 'public', 'air', 'transportation', 'scale', 'event', 'impact', 'covid-19', 'air', 'connectivity', 'air', 'transport', 'network', 'impact', 'parameter', 'experience', 'author', 'crowd', 'impact', 'covid-19', 'action', 'basis', 'air', 'transport', 'network', 'united', 'europe', 'brazil', 'period', 'reference', 'purpose', 'baseline', 'impact', 'evaluation', 'brazil', 'europe', 'united', 'similarity', 'difference', 'term', 'response', 'covid-19', 'travel', 'policy', 'feasibility', 'air', 'transport', 'collection', 'utility', 'basis', 'management', 'air', 'transportation', 'crisis', 'response', 'evaluation', 'planning', 'performance', 'expert', 'group', 'air', 'navigation', 'plan']","['covid-19', 'impact', 'air', 'transport', 'opendata']",phase5,2021,"['focus', 'attention', 'decision', 'maker', 'difference', 'impact', 'policy', 'user', 'public', 'air', 'transportation', 'scale', 'event', 'impact', 'covid-19', 'air', 'connectivity', 'air', 'transport', 'network', 'impact', 'parameter', 'experience', 'author', 'crowd', 'impact', 'covid-19', 'action', 'basis', 'air', 'transport', 'network', 'united', 'europe', 'brazil', 'period', 'reference', 'purpose', 'baseline', 'impact', 'evaluation', 'brazil', 'europe', 'united', 'similarity', 'difference', 'term', 'response', 'covid-19', 'travel', 'policy', 'feasibility', 'air', 'transport', 'collection', 'utility', 'basis', 'management', 'air', 'transportation', 'crisis', 'response', 'evaluation', 'planning', 'performance', 'expert', 'group', 'air', 'navigation', 'plan', 'covid-19', 'impact', 'air', 'transport', 'opendata']"
"['phase', 'resource', 'education', 'opportunity', 'people', 'place', 'format', 'diversity', 'people', 'background', 'motivation', 'degree', 'feature', 'feature', 'participant', 'profile', 'lack', 'knowledge', 'barrier', 'order', 'understanding', 'relationship', 'input', 'purpose', 'scope', 'collection', 'depth', 'reason', 'person', 'extent', 'type', 'motivation', 'degree', 'profile', 'knowledge', 'discovery', 'database', 'methodology', 'perception', 'participant', 'degree', 'motivation', 'process', 'algorithm', 'validation', 'stage', 'measure', 'algorithm', 'cluster', 'order', 'observation', 'dataset', 'knowledge', 'discovery', 'database', 'stage', 'clustering', 'profile', 'relationship', 'structure', 'element', 'cluster', 'stakeholder', 'impact', 'participant', 'type', 'motivation', 'mooc', 'format']","['person', 'collection']",phase4,2017,"['phase', 'resource', 'education', 'opportunity', 'people', 'place', 'format', 'diversity', 'people', 'background', 'motivation', 'degree', 'feature', 'feature', 'participant', 'profile', 'lack', 'knowledge', 'barrier', 'order', 'understanding', 'relationship', 'input', 'purpose', 'scope', 'collection', 'depth', 'reason', 'person', 'extent', 'type', 'motivation', 'degree', 'profile', 'knowledge', 'discovery', 'database', 'methodology', 'perception', 'participant', 'degree', 'motivation', 'process', 'algorithm', 'validation', 'stage', 'measure', 'algorithm', 'cluster', 'order', 'observation', 'dataset', 'knowledge', 'discovery', 'database', 'stage', 'clustering', 'profile', 'relationship', 'structure', 'element', 'cluster', 'stakeholder', 'impact', 'participant', 'type', 'motivation', 'mooc', 'format', 'person', 'collection']"
"['dissemination', 'resource', 'access', 'knowledge', 'user', 'access', 'heritage', 'resource', 'dissemination', 'repository', 'annotation', 'content', 'heritage', 'platform', 'content', 'access', 'resource', 'lesson', 'lesson', 'environment', 'engagement', 'student', 'learning', 'strategy', 'heritage', 'context', 'learning', 'tourism', 'object', 'teaching', 'learning', 'environment', 'relationship', 'staff', 'education', 'context']","['heritage', 'opendata', 'framework']",phase2,2014,"['dissemination', 'resource', 'access', 'knowledge', 'user', 'access', 'heritage', 'resource', 'dissemination', 'repository', 'annotation', 'content', 'heritage', 'platform', 'content', 'access', 'resource', 'lesson', 'lesson', 'environment', 'engagement', 'student', 'learning', 'strategy', 'heritage', 'context', 'learning', 'tourism', 'object', 'teaching', 'learning', 'environment', 'relationship', 'staff', 'education', 'context', 'heritage', 'opendata', 'framework']"
"['access', 'domain', 'knowledge', 'knowledge', 'literature', 'resource', 'task', 'knowledge', 'basis', 'direction', 'disease', 'dataset', 'knowledge', 'resource', 'dataset', 'framework', 'disease', 'knowledge', 'graph', 'opendata', 'graph', 'disease', 'graph', 'access', 'knowledge', 'concept', 'aspect', 'form', 'concept', 'relation', 'attribute', 'framework', 'disease', 'query', 'potential', 'graph', 'basis', 'retrieval', 'disease', 'knowledge']","['opendata', 'graph', 'integration', 'disease', 'knowledge']",phase5,2020,"['access', 'domain', 'knowledge', 'knowledge', 'literature', 'resource', 'task', 'knowledge', 'basis', 'direction', 'disease', 'dataset', 'knowledge', 'resource', 'dataset', 'framework', 'disease', 'knowledge', 'graph', 'opendata', 'graph', 'disease', 'graph', 'access', 'knowledge', 'concept', 'aspect', 'form', 'concept', 'relation', 'attribute', 'framework', 'disease', 'query', 'potential', 'graph', 'basis', 'retrieval', 'disease', 'knowledge', 'opendata', 'graph', 'integration', 'disease', 'knowledge']"
"['heritage', 'domain', 'repository', 'web', 'integration', 'repository', 'search', 'engine', 'task', 'feasibility', 'semanticweb', 'machine', 'description', 'entity', 'creation', 'maintenance', 'heritage', 'knowledge', 'base', 'heritage', 'geo', 'machine', 'repository', 'structure', 'search', 'sparql', 'experiment', 'sparql', 'inference', 'opendata', 'heritage']","['representation', 'heritage']",phase2,2014,"['heritage', 'domain', 'repository', 'web', 'integration', 'repository', 'search', 'engine', 'task', 'feasibility', 'semanticweb', 'machine', 'description', 'entity', 'creation', 'maintenance', 'heritage', 'knowledge', 'base', 'heritage', 'geo', 'machine', 'repository', 'structure', 'search', 'sparql', 'experiment', 'sparql', 'inference', 'opendata', 'heritage', 'representation', 'heritage']"
"['entity', 'extraction', 'lod', 'query', 'label', 'text', 'similarity', 'entity', 'type', 'person', 'location', 'organization', 'reference', 'dataset', 'entity', 'reference', 'dataset', 'accuracy', 'dataset', 'location', 'entity', 'accuracy', 'person', 'entity', 'organization', 'entity']","['entity', 'opendata']",phase3,2016,"['entity', 'extraction', 'lod', 'query', 'label', 'text', 'similarity', 'entity', 'type', 'person', 'location', 'organization', 'reference', 'dataset', 'entity', 'reference', 'dataset', 'accuracy', 'dataset', 'location', 'entity', 'accuracy', 'person', 'entity', 'organization', 'entity', 'entity', 'opendata']"
